Plataforma,Genero,Anio de lanzamiento,Puntuacion de la critica,Puntuacion de los usuarios,Ventas globales (millones),Clasificacion ESRB,Modo multijugador,Modo historia,Valoracion Final
Switch,Estrategia,2023,7.2,5,34.11,E10+,Si,Si,6.1
PS4,Plataformas,2014,5.8,1,49.28,E10+,No,No,3.4
PC,Carreras,2017,5.1,5,22.23,AO,Si,No,5.05
PS5,Accion,2024,10,9,17.73,T,Si,Si,9.5
Switch,Simulacion,2018,6.7,9,22.28,T,Si,Si,7.85
Xbox One,RPG,2020,5.7,9,46.71,M,Si,Si,7.35
PS5,Estrategia,2021,8.1,8,22.51,T,No,Si,8.05
Switch,Accion,2022,5.2,3,30.73,E,Si,Si,4.1
Xbox One,Estrategia,2015,9,5,40.84,AO,Si,No,7
PC,Plataformas,2020,5,10,5.87,T,Si,Si,7.5
PS5,Simulacion,2021,5.5,8,10.59,E,No,No,6.75
Switch,Estrategia,2018,5.3,10,41.2,E10+,No,No,7.65
PC,Carreras,2017,8.9,3,14.16,T,No,Si,5.95
PS5,Puzzle,2022,5.4,6,49.34,AO,No,No,5.7
Xbox Series X,Aventura,2021,5.2,1,26.28,E,Si,No,3.1
PC,Accion,2005,8.1,7,31.86,E,Si,No,7.55
PS4,Aventura,2013,7.8,8,19.49,E10+,No,Si,7.9
PC,Deportes,2008,6.9,1,30.59,AO,Si,No,3.95
PS5,RPG,2022,5.6,2,25.56,E,Si,No,3.8
Xbox One,Deportes,2014,6.8,9,47.34,AO,No,Si,7.9
PC,RPG,2005,9.1,4,16.49,T,No,No,6.55
PS5,Puzzle,2025,9.7,3,4.55,AO,No,Si,6.35
Xbox Series X,Accion,2023,5,3,15.14,T,No,Si,4
PS4,Accion,2020,5.3,9,35.36,T,No,Si,7.15
Xbox One,Aventura,2014,8,3,8.84,E10+,No,Si,5.5
PS5,Puzzle,2021,6.4,1,9.96,AO,Si,No,3.7
PS4,Deportes,2019,6,4,27.35,E10+,Si,No,5
Xbox Series X,Plataformas,2023,9.6,7,14,M,Si,No,8.3
Xbox Series X,Accion,2023,9.9,1,38.21,T,No,Si,5.45
PC,Plataformas,2008,8.7,3,43.07,T,Si,Si,5.85
Xbox One,Puzzle,2018,7.2,8,36.24,T,No,Si,7.6
PC,RPG,2008,8.4,8,13.95,T,Si,Si,8.2
Xbox Series X,Estrategia,2020,7.4,5,9.96,M,Si,No,6.2
PS5,Aventura,2021,10,10,41.39,M,Si,No,10
PC,Accion,2020,10,7,12.03,E,Si,Si,8.5
Switch,Plataformas,2021,8.4,3,1.72,T,Si,Si,5.7
Switch,Accion,2021,8.7,1,3.29,E,Si,No,4.85
Switch,Aventura,2025,6,9,27.27,AO,No,Si,7.5
Xbox One,Plataformas,2019,5.7,5,46.24,E,Si,No,5.35
PS4,Plataformas,2019,7.8,1,43.4,T,No,Si,4.4
Xbox Series X,Accion,2022,5.2,4,1.31,E,No,Si,4.6
Switch,Puzzle,2022,8.9,1,45.84,E10+,No,No,4.95
PS4,Accion,2016,9.4,7,12.28,M,No,No,8.2
Xbox One,Estrategia,2017,7.9,4,47.2,E10+,Si,Si,5.95
Xbox Series X,Accion,2023,9.9,5,41.49,T,Si,Si,7.45
Xbox Series X,Plataformas,2022,9.9,6,11.73,E10+,No,No,7.95
Xbox Series X,Carreras,2023,5.7,7,24.51,E,No,Si,6.35
PS4,Aventura,2015,8,7,18.3,M,No,No,7.5
PS5,Accion,2022,5.6,7,24.84,M,Si,Si,6.3
PS5,Carreras,2021,5.2,7,23.96,T,Si,Si,6.1
PS5,Deportes,2020,8.7,2,47.48,E,Si,No,5.35
PS5,Estrategia,2023,7.7,8,39.92,AO,No,Si,7.85
Switch,Accion,2025,8.2,9,14.57,M,Si,Si,8.6
Switch,Estrategia,2019,6.5,8,21.17,M,No,Si,7.25
Xbox Series X,Deportes,2020,7.6,4,26.88,E,Si,No,5.8
PS5,Deportes,2021,6.3,6,7.43,T,No,No,6.15
PS4,Carreras,2014,6,7,8.5,E,No,No,6.5
PS4,Puzzle,2015,7.8,2,32.58,M,Si,Si,4.9
Switch,RPG,2023,8.9,5,42.09,AO,No,Si,6.95
PS4,Plataformas,2019,8.5,3,24.56,T,Si,Si,5.75
PC,Simulacion,2013,6,8,6.7,E,Si,Si,7
PS5,Aventura,2020,8.9,4,27.34,E,No,No,6.45
Xbox Series X,Puzzle,2020,5.5,5,19.43,AO,No,No,5.25
Switch,Estrategia,2021,6.7,8,30.36,E10+,Si,Si,7.35
PS5,Estrategia,2020,6.3,2,17.87,M,Si,Si,4.15
PC,Puzzle,2021,6.3,1,43.4,M,No,No,3.65
PS5,Simulacion,2022,9,7,1.46,E,Si,No,8
PS4,Puzzle,2013,5.6,5,9.55,E,Si,No,5.3
Xbox One,Plataformas,2019,7.6,6,9.87,E,No,Si,6.8
PC,Accion,2023,9,2,29.72,M,Si,No,5.5
Xbox One,Simulacion,2015,5.8,1,17.08,T,No,Si,3.4
PS5,Accion,2023,6.8,6,3.23,M,No,No,6.4
Xbox Series X,RPG,2021,8.8,4,5.93,M,No,Si,6.4
Xbox Series X,Estrategia,2021,6.5,3,37.22,E,No,No,4.75
Xbox Series X,Estrategia,2025,9.3,6,18.78,E,Si,Si,7.65
Xbox Series X,Puzzle,2021,5.4,3,36.89,T,No,No,4.2
PS5,RPG,2024,7.4,5,33.23,M,No,No,6.2
PS4,Accion,2017,5.7,7,46.15,E10+,Si,No,6.35
PS5,Estrategia,2022,5.3,7,20.75,M,No,No,6.15
PS4,Deportes,2018,9.7,6,17.65,T,Si,No,7.85
PC,RPG,2025,9.8,3,39.23,E10+,No,No,6.4
PC,Simulacion,2005,7.1,9,39.66,T,No,No,8.05
Xbox One,Plataformas,2020,6.9,3,17.04,E10+,Si,Si,4.95
PC,Aventura,2009,6.5,4,12.26,E10+,No,No,5.25
Xbox One,Estrategia,2017,5.4,5,49.77,M,Si,Si,5.2
PS4,Puzzle,2019,6.1,7,28.78,AO,Si,No,6.55
Xbox One,Puzzle,2016,5.5,5,45.11,T,Si,No,5.25
PS4,Accion,2017,6.1,4,21.24,E10+,No,Si,5.05
Xbox Series X,RPG,2020,6.3,8,31.96,E10+,No,No,7.15
Switch,Puzzle,2024,8.6,4,35.09,T,No,No,6.3
Switch,Carreras,2020,6.8,1,29.23,E,Si,Si,3.9
PS4,Accion,2019,8,4,10.86,E,Si,No,6
Switch,Accion,2023,5.5,1,40.9,E10+,Si,Si,3.25
PS4,RPG,2019,8.4,1,45.01,E,Si,No,4.7
Xbox Series X,Estrategia,2022,9.9,9,5.99,M,Si,Si,9.45
PS5,Accion,2025,6.6,1,22.3,M,Si,Si,3.8
PS5,Simulacion,2024,5.5,4,30.93,AO,Si,Si,4.75
Xbox One,Simulacion,2020,5.8,3,23.22,AO,Si,No,4.4
PC,Estrategia,2015,6.4,6,34.42,T,Si,No,6.2
PS4,Carreras,2015,9.2,9,18.93,T,No,Si,9.1
PS4,Accion,2015,6.3,10,5.59,E,Si,Si,8.15
PC,Accion,2005,8.5,2,21.7,M,Si,Si,5.25
Switch,Accion,2025,8.7,9,40.9,E,No,Si,8.85
Switch,Carreras,2020,7.3,9,47.51,T,Si,No,8.15
PC,RPG,2024,7.3,1,41.22,T,Si,No,4.15
Xbox Series X,RPG,2020,8.9,3,43.44,T,No,Si,5.95
Xbox Series X,Accion,2021,5.6,4,46.14,AO,No,No,4.8
Xbox One,Aventura,2015,9.2,5,36.41,T,No,No,7.1
PS4,Plataformas,2013,7.4,5,23.96,T,No,Si,6.2
Switch,Deportes,2022,7.8,4,25.38,M,No,No,5.9
Switch,Plataformas,2017,7.2,3,34.74,E,No,Si,5.1
PS5,Puzzle,2022,8.1,10,39.11,M,Si,No,9.05
PS5,Carreras,2025,9.7,6,30.53,T,No,Si,7.85
Xbox Series X,Aventura,2023,5.5,7,47.68,E10+,Si,Si,6.25
Xbox One,Deportes,2018,5,7,44.9,M,Si,Si,6
Xbox Series X,Puzzle,2024,6.1,4,15.03,E,No,No,5.05
PS4,Simulacion,2020,6.8,3,12.37,T,No,Si,4.9
PS5,RPG,2023,8.5,5,48.14,T,No,No,6.75
Switch,Accion,2024,5.5,4,24.16,E10+,Si,Si,4.75
Xbox Series X,Simulacion,2022,6.1,2,6.2,AO,No,No,4.05
PS4,Simulacion,2014,8.6,2,24.99,AO,Si,Si,5.3
PS4,Puzzle,2013,9.2,4,35.19,AO,Si,No,6.6
PC,Puzzle,2018,8.5,4,42.64,M,No,Si,6.25
Xbox One,Estrategia,2019,7.7,2,39.83,AO,No,Si,4.85
Switch,Puzzle,2025,7.1,2,44.24,M,Si,Si,4.55
Switch,Accion,2024,5.7,6,11.5,T,Si,No,5.85
PC,Accion,2024,5.2,9,49.08,AO,No,No,7.1
PS4,Simulacion,2017,5.7,1,34.36,E,Si,No,3.35
Xbox One,Puzzle,2014,7.6,10,6.21,E10+,Si,Si,8.8
Xbox Series X,Estrategia,2020,5,3,6.54,AO,No,No,4
PC,Puzzle,2020,8.8,4,25,T,Si,Si,6.4
PC,Puzzle,2009,5.3,9,28.89,E10+,Si,Si,7.15
PC,Carreras,2019,7.7,5,20.92,E10+,Si,Si,6.35
PS4,RPG,2013,9.9,1,43.34,M,Si,Si,5.45
PS5,Deportes,2022,8.7,6,32.62,M,Si,Si,7.35
PC,Simulacion,2024,5,7,28.55,AO,Si,Si,6
Xbox One,RPG,2013,8.7,9,14.92,E10+,No,Si,8.85
PS5,Accion,2022,6.4,9,40.35,M,No,No,7.7
Switch,Puzzle,2019,8.2,4,7.06,M,No,No,6.1
PC,Puzzle,2021,8.1,2,5.66,E,Si,Si,5.05
PC,Simulacion,2011,5.7,9,48.57,M,Si,Si,7.35
PC,Estrategia,2023,8.7,3,4.72,E10+,No,Si,5.85
PS4,RPG,2013,8.6,8,12.68,E,Si,Si,8.3
Xbox One,Deportes,2016,8.2,5,44.85,M,No,No,6.6
PC,Carreras,2024,5.7,5,36.37,T,Si,Si,5.35
Xbox Series X,Estrategia,2022,8.5,1,22.95,T,Si,Si,4.75
Switch,RPG,2019,8.1,7,47.38,AO,No,No,7.55
PS4,Deportes,2015,9.1,7,12.55,E10+,Si,No,8.05
PC,Plataformas,2015,9.7,7,18.97,M,No,No,8.35
PS4,Accion,2017,7.9,4,5.34,T,Si,No,5.95
PC,Plataformas,2019,8.5,7,19.34,E10+,No,Si,7.75
Xbox One,Aventura,2020,6.4,5,29.65,E10+,No,Si,5.7
Switch,Carreras,2019,8.2,9,25.3,E,No,Si,8.6
PS4,RPG,2016,6.5,9,0.82,E10+,No,Si,7.75
Xbox Series X,RPG,2020,8.9,8,8.83,AO,No,Si,8.45
Xbox Series X,Puzzle,2024,9,9,13.95,T,Si,No,9
PS4,Aventura,2019,8.4,8,21.01,E,Si,Si,8.2
Xbox One,Estrategia,2018,7.5,5,37.2,M,Si,Si,6.25
Switch,Puzzle,2023,9,3,28.15,M,No,No,6
Xbox One,Aventura,2014,5.8,4,28.49,T,No,No,4.9
Switch,Simulacion,2024,8.8,4,9.86,E,Si,No,6.4
Switch,Plataformas,2020,8.3,8,32.07,M,Si,Si,8.15
PS5,Puzzle,2025,7.9,8,48.26,E,Si,Si,7.95
PS4,Carreras,2018,6.2,8,26.74,T,No,No,7.1
PS4,Carreras,2013,9,1,35.51,M,No,No,5
Switch,Simulacion,2020,9.9,2,47.83,AO,Si,Si,5.95
PS5,Deportes,2023,8.2,4,37.74,M,Si,Si,6.1
PS5,Accion,2021,5.4,5,31.75,E,No,No,5.2
PS4,Aventura,2017,9.6,10,31.96,E10+,No,Si,9.8
PS4,RPG,2014,7.7,1,13.65,E,No,Si,4.35
Xbox Series X,Simulacion,2022,6.5,9,27.41,T,No,No,7.75
Xbox One,RPG,2018,7.6,3,41,E,No,Si,5.3
PS5,Simulacion,2022,7.2,8,30.28,M,Si,Si,7.6
Xbox One,Deportes,2018,5.2,10,29.83,E10+,No,Si,7.6
PS5,Aventura,2023,6.2,2,13,E10+,Si,Si,4.1
Xbox One,Estrategia,2013,9.1,7,33.97,AO,Si,No,8.05
PC,Deportes,2015,7,9,33.53,T,Si,Si,8
PS4,RPG,2014,5.4,2,16.34,T,Si,No,3.7
PC,Simulacion,2017,7.5,3,18.58,AO,Si,Si,5.25
PC,Estrategia,2009,6.1,4,17.42,T,No,Si,5.05
Xbox One,Deportes,2013,7.1,9,23.22,AO,Si,No,8.05
Switch,Simulacion,2020,10,6,48.68,M,No,Si,8
PS4,Deportes,2014,6.8,7,13.44,M,No,Si,6.9
Switch,Accion,2019,5,1,47,M,Si,No,3
Switch,RPG,2018,8.2,10,23.73,M,No,No,9.1
PC,Aventura,2018,9.5,2,16.61,T,No,Si,5.75
Switch,Puzzle,2023,5.8,6,5.45,AO,No,No,5.9
PS5,Aventura,2025,7,5,42.62,E10+,No,Si,6
PS5,Estrategia,2023,7.3,2,40.15,T,Si,No,4.65
PC,Puzzle,2013,7.6,8,43.97,E,No,No,7.8
Xbox Series X,Estrategia,2022,6.4,10,40.92,E,No,No,8.2
PC,Puzzle,2020,9.6,7,29.77,AO,No,No,8.3
PS4,Puzzle,2016,9.8,4,43.95,T,Si,No,6.9
PS5,Deportes,2021,9.2,4,20.22,E10+,Si,Si,6.6
Xbox Series X,Puzzle,2021,5.3,9,0.21,E,No,No,7.15
PS4,Puzzle,2017,6.2,10,23.1,AO,No,Si,8.1
PC,RPG,2009,9.5,5,49.74,T,Si,Si,7.25
Switch,Aventura,2022,7.2,4,33.64,M,Si,No,5.6
Xbox One,Accion,2019,9.5,6,24.28,E10+,No,No,7.75
PS5,Carreras,2025,6.1,10,37.4,M,No,Si,8.05
Switch,Estrategia,2025,6.4,7,23.48,M,No,Si,6.7
PS4,RPG,2013,7.9,8,46.56,M,No,Si,7.95
PS5,Simulacion,2024,7,7,44.74,T,Si,Si,7
Xbox Series X,Estrategia,2022,8.7,2,31.59,E10+,No,No,5.35
Xbox One,Aventura,2017,10,10,42.61,E10+,Si,Si,10
Switch,Accion,2022,9.9,3,44.6,E,No,No,6.45
Xbox Series X,Plataformas,2023,6.4,3,2.32,M,No,Si,4.7
Switch,Estrategia,2020,8.3,7,37.76,AO,Si,No,7.65
Switch,Puzzle,2023,10,7,4.94,T,Si,Si,8.5
Switch,Deportes,2025,7.4,2,37.81,E,No,Si,4.7
PC,Plataformas,2010,9.4,1,15.98,E,Si,No,5.2
PC,Plataformas,2005,5.5,9,7.66,E10+,No,Si,7.25
Switch,Puzzle,2020,5.8,7,7.6,E,Si,No,6.4
PC,Deportes,2016,9.1,5,41.73,AO,Si,No,7.05
Xbox Series X,Estrategia,2022,5.6,5,42.44,E,Si,No,5.3
PC,Simulacion,2021,7.3,8,37.09,M,No,Si,7.65
Switch,Estrategia,2022,8.6,4,2.51,AO,Si,No,6.3
PS5,Puzzle,2020,6,6,28.28,AO,No,No,6
Xbox One,Estrategia,2013,6.5,10,49.79,E,No,Si,8.25
Xbox Series X,Estrategia,2020,5.9,10,47.54,T,No,No,7.95
PS5,Plataformas,2023,9,4,3.09,T,Si,Si,6.5
Switch,Simulacion,2017,6.3,5,34.29,M,Si,Si,5.65
PC,Deportes,2015,5.2,2,10.98,M,Si,No,3.6
Switch,Aventura,2022,6.8,10,24.12,E,No,Si,8.4
PC,Aventura,2010,7.1,2,14.36,AO,Si,No,4.55
PS4,Carreras,2014,6.8,2,5.63,AO,Si,No,4.4
PS4,Puzzle,2020,5.1,2,32.15,AO,Si,Si,3.55
Switch,RPG,2024,6.8,4,29.45,E,No,No,5.4
PS5,Carreras,2024,6.9,1,35.54,AO,No,No,3.95
Xbox Series X,RPG,2020,7.7,8,25.78,M,Si,Si,7.85
Switch,Aventura,2020,9.6,10,13.18,T,Si,Si,9.8
PS4,Accion,2020,8.5,6,47.58,M,No,No,7.25
PC,Carreras,2022,8.1,5,42.51,M,No,No,6.55
Xbox One,Carreras,2018,9.7,3,35.21,E,Si,Si,6.35
PC,Carreras,2017,6.4,10,4.88,AO,No,No,8.2
Switch,Estrategia,2019,9.2,7,31.31,T,No,Si,8.1
Xbox One,Estrategia,2020,8,6,24.64,T,No,No,7
PC,Accion,2016,5.9,8,10.71,E10+,Si,Si,6.95
Xbox One,Estrategia,2016,6.6,5,48.09,E10+,Si,No,5.8
PS4,Estrategia,2015,7.8,8,5.68,E10+,Si,Si,7.9
PS5,Simulacion,2025,8.1,10,40.24,M,Si,Si,9.05
PS5,Accion,2022,7.8,3,18.26,E,Si,Si,5.4
Xbox One,Deportes,2019,8.3,4,4.66,T,No,Si,6.15
PS4,Aventura,2019,5.1,4,44.7,M,Si,No,4.55
Xbox Series X,Deportes,2022,6.8,7,41.49,E10+,No,No,6.9
PS5,RPG,2020,7.4,8,8.71,AO,Si,No,7.7
Xbox One,Aventura,2013,7.3,10,39.17,M,No,No,8.65
Xbox One,RPG,2017,6.7,8,1.14,T,No,No,7.35
Xbox Series X,Accion,2021,6.9,6,21.84,M,No,Si,6.45
PS5,Aventura,2024,8.2,6,3.8,AO,No,Si,7.1
PS4,Plataformas,2019,7.5,1,49.64,AO,No,Si,4.25
Switch,RPG,2018,9,10,31.85,M,No,Si,9.5
Xbox One,Aventura,2020,5.8,1,24.88,AO,Si,Si,3.4
PS5,Deportes,2022,8.8,4,3.5,E,No,Si,6.4
Xbox Series X,Puzzle,2020,9.3,6,47.17,T,No,No,7.65
PS5,Deportes,2020,5.6,4,11.39,E,No,No,4.8
PC,RPG,2014,5.3,9,11.67,AO,Si,No,7.15
Switch,Deportes,2020,8.2,9,4.44,E10+,No,No,8.6
PC,Plataformas,2008,7.7,10,18.37,AO,Si,No,8.85
Xbox Series X,RPG,2022,6.8,4,27.54,M,No,Si,5.4
PS4,Deportes,2019,7.6,4,5.6,T,No,No,5.8
Switch,Simulacion,2020,8.4,8,37.12,AO,Si,No,8.2
PS4,Deportes,2015,9.9,5,5.21,E10+,Si,No,7.45
Xbox Series X,Simulacion,2025,5.6,9,18.27,T,No,No,7.3
Switch,Carreras,2024,6.2,2,6.25,AO,Si,No,4.1
Xbox One,Deportes,2016,5.2,2,11.57,E10+,No,No,3.6
PS4,Puzzle,2017,9.2,2,35.79,AO,No,Si,5.6
Xbox One,Carreras,2016,8.9,7,7.93,T,Si,Si,7.95
Xbox One,Simulacion,2016,6.2,1,10.45,M,Si,Si,3.6
PC,Accion,2023,7.1,3,27.23,AO,No,No,5.05
Xbox One,RPG,2016,7.1,7,31.9,M,No,No,7.05
PS5,Carreras,2024,10,4,20.19,E10+,No,Si,7
Xbox One,Plataformas,2020,6,4,41.86,E10+,Si,Si,5
Switch,Deportes,2018,6,1,45.34,AO,No,Si,3.5
PC,Plataformas,2016,5.1,8,25.19,AO,Si,Si,6.55
PS5,RPG,2024,7,8,31.53,T,Si,Si,7.5
Switch,Plataformas,2017,6.3,7,36.66,E,No,No,6.65
Xbox Series X,Carreras,2020,6.5,8,16.65,E10+,Si,Si,7.25
PC,Deportes,2011,6.2,9,42.91,AO,No,No,7.6
PS4,Estrategia,2019,5.6,2,48.61,E,Si,Si,3.8
Switch,Aventura,2024,6.8,9,28.14,T,No,No,7.9
Xbox One,Aventura,2019,6.2,5,41.84,E10+,Si,Si,5.6
PS5,Deportes,2021,7.2,4,18.82,E10+,No,Si,5.6
Xbox One,RPG,2013,6.8,7,47.47,AO,Si,No,6.9
PS4,Carreras,2015,6.9,8,6.15,E10+,Si,No,7.45
Switch,RPG,2017,6,6,2.8,M,No,No,6
PC,Plataformas,2022,5.3,1,26.26,E10+,No,No,3.15
PS4,Accion,2016,8.8,6,10.89,E,No,No,7.4
Switch,Carreras,2022,8,7,33.02,AO,No,Si,7.5
PC,Accion,2024,9,1,12.17,E,Si,No,5
PC,RPG,2025,10,6,41.99,E,Si,No,8
PS4,Simulacion,2019,6,9,16.67,AO,Si,No,7.5
Switch,Aventura,2021,9.6,1,25.59,E,No,No,5.3
Xbox Series X,Aventura,2022,6.4,5,8.45,E10+,No,No,5.7
PC,RPG,2005,7.8,2,41.02,E,Si,No,4.9
PC,Accion,2013,7.5,5,22.03,E10+,Si,No,6.25
Switch,Puzzle,2018,5.2,7,17.95,E10+,Si,Si,6.1
PS4,Puzzle,2019,7.6,6,35.16,T,No,Si,6.8
PS5,Plataformas,2020,8.6,4,33.91,T,Si,No,6.3
PC,Deportes,2023,7.5,9,7.51,AO,No,No,8.25
PS4,Simulacion,2015,6.8,7,29.57,E,No,No,6.9
PC,RPG,2015,8.8,6,32.92,T,No,No,7.4
Xbox Series X,Simulacion,2022,7.8,4,7.13,M,Si,No,5.9
Switch,Estrategia,2019,9.6,4,14.61,E10+,Si,Si,6.8
PS4,Aventura,2020,5.4,4,7.17,E,No,No,4.7
PS4,Simulacion,2017,6.4,2,47.27,T,Si,No,4.2
PS4,Deportes,2016,5.3,5,6.44,AO,Si,No,5.15
PS5,Estrategia,2023,8,5,7.65,E10+,No,Si,6.5
PS5,RPG,2025,8.2,9,7.79,T,No,No,8.6
PS5,Simulacion,2024,8.7,3,39.69,M,Si,Si,5.85
Xbox One,Simulacion,2018,8.6,8,35.69,T,No,No,8.3
Xbox One,Simulacion,2013,7.4,4,23.83,M,No,No,5.7
PS4,Simulacion,2019,7.4,6,29.05,E,Si,Si,6.7
PC,Estrategia,2024,6.6,4,29.52,E10+,Si,Si,5.3
PC,Accion,2018,8.5,7,17.77,AO,Si,Si,7.75
Switch,Puzzle,2025,7.9,9,42.08,E10+,No,Si,8.45
Switch,RPG,2025,7.6,1,23.61,E10+,No,Si,4.3
Switch,Puzzle,2020,7.3,4,42.93,M,Si,Si,5.65
Xbox Series X,Estrategia,2025,9.1,8,47.29,E,Si,No,8.55
Switch,Accion,2024,7.8,6,5.57,E10+,No,Si,6.9
PC,Aventura,2006,7.7,8,40.84,M,Si,Si,7.85
Switch,Deportes,2017,7.7,2,17.31,AO,No,Si,4.85
Xbox Series X,Carreras,2025,6.1,7,42.65,M,No,Si,6.55
Xbox Series X,Plataformas,2025,5.7,10,6.37,M,No,Si,7.85
Switch,Deportes,2019,6.3,10,26.89,M,Si,No,8.15
PC,Accion,2021,7.1,5,49.75,E10+,Si,Si,6.05
PS5,Plataformas,2020,7,7,15.19,E,Si,No,7
PS5,Plataformas,2022,7.8,7,8.55,T,Si,Si,7.4
Switch,Deportes,2021,8.7,6,0.55,E10+,Si,Si,7.35
PS4,Aventura,2017,8.6,9,22.39,E10+,No,No,8.8
Xbox Series X,Puzzle,2023,6.1,1,5.88,E10+,No,No,3.55
PC,RPG,2021,8.7,2,30.39,E,No,No,5.35
PS5,Simulacion,2020,9.5,1,16.25,T,Si,Si,5.25
Switch,Accion,2022,6.6,2,26.31,T,No,Si,4.3
PC,RPG,2019,6.4,10,25.64,M,Si,Si,8.2
PC,Accion,2022,8.4,7,30.29,E10+,Si,No,7.7
Xbox One,Deportes,2018,7.4,5,0.25,M,No,Si,6.2
Xbox Series X,Carreras,2025,5.5,2,6.53,E10+,Si,No,3.75
PS5,Simulacion,2023,5.7,6,35.84,AO,No,Si,5.85
PC,RPG,2022,6.5,6,15.73,T,Si,No,6.25
Xbox One,Carreras,2019,9.7,8,4.44,AO,No,No,8.85
PS5,Puzzle,2021,9.6,7,43.17,E,Si,Si,8.3
PS4,Accion,2013,8.1,4,31.75,E,Si,Si,6.05
PS5,Aventura,2024,7.2,7,4.65,M,No,Si,7.1
PC,Accion,2019,7.4,1,44.4,M,No,No,4.2
Switch,RPG,2022,8.5,8,33.11,T,No,No,8.25
Xbox One,Puzzle,2015,5.5,5,28.87,M,Si,No,5.25
Xbox One,Deportes,2015,7.8,2,26.73,E10+,No,No,4.9
Switch,Deportes,2020,6.6,2,13.69,M,Si,Si,4.3
Xbox One,Accion,2017,9.9,4,3.35,E,Si,Si,6.95
PS4,RPG,2018,9,2,45.97,AO,Si,No,5.5
PS4,Deportes,2015,9.6,7,17.62,T,Si,Si,8.3
Xbox Series X,Deportes,2023,5.5,8,10.88,E,No,Si,6.75
Xbox One,Accion,2013,8.4,2,32.02,M,Si,No,5.2
Switch,Estrategia,2018,5.9,4,27.65,E10+,No,Si,4.95
Xbox Series X,Simulacion,2022,8,10,3.76,E,No,Si,9
PS4,Puzzle,2013,8.3,7,4.24,M,Si,Si,7.65
PC,Accion,2010,5.2,5,39.03,E10+,No,No,5.1
PS5,RPG,2025,7,5,48.71,E,No,Si,6
PC,Aventura,2016,9.6,8,18.77,E10+,Si,No,8.8
PS5,Carreras,2020,6.6,5,19.3,E,No,No,5.8
Switch,Aventura,2023,5.6,2,34.61,AO,Si,Si,3.8
Switch,Accion,2019,5.4,5,48.2,E10+,Si,No,5.2
PS5,Simulacion,2020,9.9,7,25.8,E10+,No,Si,8.45
Switch,Aventura,2025,10,8,15.78,E,No,No,9
PS5,Estrategia,2024,5.3,5,33.17,AO,Si,Si,5.15
Xbox Series X,Puzzle,2020,8.2,5,12.88,M,Si,Si,6.6
Xbox One,Aventura,2020,5.9,4,28.79,E10+,Si,Si,4.95
PS4,Simulacion,2017,9.8,7,45.63,M,Si,No,8.4
PC,Deportes,2014,5.5,2,4.05,E,Si,No,3.75
Switch,Simulacion,2020,6.5,9,12.12,E10+,Si,Si,7.75
PS4,Estrategia,2016,5.6,8,11.04,E,No,No,6.8
PC,Carreras,2011,8.2,2,36.08,E,Si,No,5.1
PS5,Simulacion,2020,6.8,4,47.82,E10+,No,Si,5.4
Switch,Deportes,2020,10,2,32.69,AO,No,No,6
Switch,Puzzle,2023,7.4,2,6.36,AO,Si,Si,4.7
Xbox One,RPG,2017,5.8,8,41.25,E,Si,No,6.9
PS5,Carreras,2022,6.9,7,11.17,AO,No,Si,6.95
PC,Deportes,2006,6.5,2,11.45,AO,No,Si,4.25
Xbox Series X,Plataformas,2021,8.9,9,28.8,AO,No,No,8.95
Xbox One,Plataformas,2014,8.4,7,47.49,M,Si,No,7.7
Switch,Estrategia,2018,6,6,7.69,E,Si,No,6
Xbox Series X,Plataformas,2022,8.7,5,18.5,E10+,Si,Si,6.85
PS5,Accion,2020,7.5,3,37.7,AO,No,Si,5.25
PS5,Estrategia,2022,6.2,4,29.91,E,No,No,5.1
Xbox One,Deportes,2018,9.1,4,14.23,E,No,No,6.55
Xbox Series X,RPG,2021,5.9,5,48.09,E,No,No,5.45
Xbox One,Deportes,2018,8.9,10,18.37,E10+,Si,Si,9.45
PS4,Puzzle,2019,9.4,9,7.94,AO,Si,No,9.2
Xbox Series X,Deportes,2021,5.2,3,47.59,E10+,Si,No,4.1
PS5,RPG,2024,7.3,5,11.17,AO,Si,No,6.15
PS4,Estrategia,2014,7.7,1,6.52,E,Si,Si,4.35
Xbox One,Simulacion,2018,5.5,1,25.03,E10+,No,Si,3.25
Switch,Puzzle,2020,6,8,28.81,E10+,Si,No,7
Xbox Series X,Puzzle,2021,9.8,4,18.88,T,No,Si,6.9
Switch,Deportes,2024,6.7,4,40.13,AO,No,Si,5.35
Xbox Series X,Aventura,2025,6.4,6,27.57,M,Si,No,6.2
Xbox One,Deportes,2016,9.8,1,46.57,M,No,Si,5.4
Xbox Series X,Plataformas,2022,9.5,3,3.78,T,Si,No,6.25
Switch,Puzzle,2019,8.1,9,39.82,AO,No,Si,8.55
PS4,Estrategia,2018,6.2,8,22.99,E10+,No,No,7.1
PC,RPG,2012,8.7,8,32.57,AO,Si,Si,8.35
PS4,Aventura,2017,6,7,33.47,E10+,No,No,6.5
Xbox One,Carreras,2013,5.1,10,39.86,E,No,Si,7.55
PS5,Plataformas,2024,9.6,1,21.25,AO,Si,No,5.3
Switch,RPG,2023,8,1,23.09,E10+,Si,Si,4.5
PS5,Accion,2024,7,7,31.75,E10+,No,No,7
PS4,Estrategia,2014,5.6,3,38.39,T,No,Si,4.3
PS4,Estrategia,2017,6.5,1,25.5,E,No,No,3.75
